title,skills,company,industry
"Data Analyst, Forecasting","['r', 'excel', 'python', 'programming', 'sql', 'machine_learning']",Root Inc.,Insurance
Statistician/Senior Data Analyst With Security Clearance,"['r', 'excel', 'visual_basic', 'sas', 'programming', 'matlab', 'cognos', 'sql', 'bi', 'vba']",ClearanceJobs,Defense & Space
Mid Level Data Scientist,"['r', 'git', 'airflow', 'cloud', 'gcp', 'aws', 'python', 'programming', 'sql', 'docker', 'apache', 'machine_learning']",neteffects,Staffing & Recruiting
"Data Analyst, Data","['r', 'git', 'codebase', 'python', 'programming', 'ai', 'machine_learning']",LockerDome,Internet
Product Marketing Data Analyst,"['r', 'git', 'plotly', 'python', 'tableau', 'etl', 'looker', 'sql']","FocusKPI, Inc.",Information Technology & Services
"Data Scientist 1, People Analytics","['r', 'git', 'python', 'etl', 'ml', 'sql', 'bi', 'machine_learning']",Nordstrom,Retail
"Software Engineer, Simulation","['r', 'git', 'python', 'programming', 'machine_learning', 'c']",Heliogen,Renewables & Environment
"Senior Data Scientist, Experimentation","['r', 'git', 'python', 'programming', 'sql']",Etsy,Internet
Operation Research Data Scientist,"['r', 'github', 'c++', 'python', 'coding', 'programming', 'etl', 'sql']",SyllogisTeks,Staffing & Recruiting
Business Intelligence/Data Analyst With Security Clearance,"['r', 'github', 'database', 'microsoft', 'ibm', 'dax', 'power_bi', 'sas', 'python', 'slack', 'tableau', 'cognos', 'jira', 'visio', 'sql', 'bi', 'server', 'sharepoint', 'machine_learning', 'azure']",ClearanceJobs,Defense & Space
Data Scientist/Engineer,"['r', 'github', 'python', 'coding', 'programming', 'rust', 'hadoop', 'docker', 'nosql', 'machine_learning', 'spark']",SyllogisTeks,Staffing & Recruiting
Quantum Computing Software Engineer,"['r', 'ibm', 'ai/ml', 'aws', 'agile', 'python', 'ml', 'ai']",Eliassen Group,Information Technology & Services
Senior Machine Learning Engineer With Python,"['r', 'java', 'ai/ml', 'aws', 'python', 'coding', 'hadoop', 'keras', 'pytorch', 'tensorflow']",Radiant Digital,Information Technology & Services
Data Scientist 2,"['r', 'java', 'python', 'coding', 'programming', 'machine_learning', 'spark']",PayPal,Internet
Data Analyst Iv #: 21-17031,"['r', 'microsoft', 'power_bi', 'agile', 'python', 'sql', 'vba']","TalentBurst, an Inc 5000 company",Staffing & Recruiting
Business Intelligence Analyst- Remote,"['r', 'microsoft', 'power_bi', 'python', 'sql']",Divisions Maintenance Group,Facilities Services
Digital Analyst-21-01460,"['r', 'microsoft', 'power_bi', 'sas', 'python', 'coding', 'tableau', 'sql', 'powerbi']",DataSoft Technologies,Computer Software
Digital Analyst 21-01460,"['r', 'microsoft', 'power_bi', 'sas', 'python', 'coding', 'tableau', 'sql', 'powerbi']",DataSoft Technologies,Computer Software
"Senior Research Scientist, Evidence Synthesis","['r', 'microsoft', 'sas']",Precision Medicine Group,Pharmaceuticals
Sql Database Engineer Ii,"['r', 'mssql', 'oracle', 'database', 'mysql', 'coding', 'sql', 'server']",Aristocrat,Gambling & Casinos
"Supply Chain Business Analyst, Raw Materials, Packaging- East Coast Candidate Needed","['r', 'nlp', 'agile', 'jira']",EVERSANA,Pharmaceuticals
"Data Scientist, Cx","['r', 'nlp', 'python', 'sql', 'machine_learning']",Brex,Financial Services
Data Scientist/Machine Learning Engineer,"['r', 'numpy', 'pandas', 'codebase', 'aws', 'python', 'sql', 'pytorch', 'tensorflow', 'machine_learning']",Insight Global,Staffing & Recruiting
Data Scientist Analyst,"['r', 'oracle', 'alteryx', 'pyspark', 'python', 'programming', 'tableau', 'hadoop', 'sql', 'server', 'machine_learning', 'spark']",EPITEC,Information Technology & Services
Data Scientist  Remote,"['r', 'oracle', 'macros', 'sas', 'python', 'programming', 'sql', 'machine_learning']",Dice,Internet
Data Engineer  With Security Clearance,"['r', 'oracle', 'microsoft', 'cloud', 'agile/scrum', 'shell', 'agile', 'python', 'programming', 'etl', 'ml', 'linux', 'machine_learning', 'azure']",Gridiron IT,Staffing & Recruiting
"Senior Data Scientist, Advanced Analytics","['r', 'power_bi', 'pyspark', 'python', 'tableau', 'looker', 'ml', 'hadoop', 'sql', 'bi', 'machine_learning', 'spark']",Harnham,Staffing & Recruiting
Behavioral Data Analyst,"['r', 'power_bi', 'python', 'coding', 'tableau', 'hadoop', 'sql', 'nosql']",Kroger,Retail
Senior Product Data Analyst,"['r', 'power_bi', 'python', 'tableau', 'looker', 'sql']",Harnham,Staffing & Recruiting
Google Analytics Engineer,"['r', 'power_bi', 'tableau', 'bigquery', 'looker']",Bounteous,Information Technology & Services
Seniorprovider Data Analyst,"['r', 'powerpoint', 'c', 'excel']",UnitedHealthcare,Hospital & Health Care
"Senior Analyst, Technology Strategy, Planning, And Risk","['r', 'powerpoint', 'macros', 'microsoft', 'go', 'excel']",Ticketmaster,Entertainment
"Senior Analyst, Business Insights","['r', 'powerpoint', 'microsoft', 'tableau', 'sql', 'excel']",Storable,Internet
Zemax Software Development Engineer In Test,"['r', 'programming', 'c/c++', 'c', 'microsoft', 'c++']","Zemax, LLC",Computer Software
Nim Software Engineer,"['r', 'programming', 'c/c++', 'github', 'backend', 'rust']",Status,Computer Software
Data Analyst/Senior Data Analyst,"['r', 'programming', 'matlab', 'macros']",Evidera,Research
"Senior Research Analyst, Insights","['r', 'programming', 'microsoft', 'excel', 'spss']",NielsenIQ,Information Technology & Services
"Research Scientist, Evidence Synthesis","['r', 'programming', 'microsoft', 'outlook', 'sas', 'excel']",PRECISIONheor,Research
"Senior Analyst, Risk Adjustment And Quality Analytics","['r', 'programming', 'microsoft', 'sas', 'sql', 'excel']",Evolent Health,Hospital & Health Care
Principal Sas Data Analyst,"['r', 'programming', 'sas', 'sql', 'go', 'excel']",Optum,Hospital & Health Care
Pre Sales Data Scientist,"['r', 'python', 'ai', 'machine_learning']",Intelletec,Staffing & Recruiting
Machine Learning Software Developer,"['r', 'python', 'ai', 'machine_learning']",Hitachi,Electrical & Electronic Manufacturing
Data Scientist With Expereince In Bayesian Networks,"['r', 'python', 'coding', 'machine_learning', 'azure']",KOMMLINk GmbH,Staffing & Recruiting
Senior E-Commerce Product Analyst,"['r', 'python', 'coding', 'sql']",Jobot,Staffing & Recruiting
"Data Scientist, Risk Partnerships","['r', 'python', 'etl', 'hadoop', 'sql', 'machine_learning', 'spark']",Stripe,Internet
"Data Scientist, Identity","['r', 'python', 'etl', 'hadoop', 'sql', 'machine_learning', 'spark']",Stripe,Internet
Data Scientists,"['r', 'python', 'machine_learning']",Dice,Internet
Data Scientist Payments Fraud Detection,"['r', 'python', 'matlab', 'sql', 'machine_learning']",Federal Reserve Bank of Boston,Financial Services
Senior Data Scientist Payments Fraud Detection,"['r', 'python', 'matlab', 'sql', 'machine_learning']",Federal Reserve Bank of Boston,Financial Services
"Data Scientist, Banking And Financial Products","['r', 'python', 'ml', 'hadoop', 'sql', 'spark']",Stripe,Internet
"Data Scientist, Payments","['r', 'python', 'ml', 'sql', 'machine_learning']",Stripe,Internet
Senior Staff Data Scientist,"['r', 'python', 'ml']",SciPro,Staffing & Recruiting
"Operations Analyst, Special Operations","['r', 'python', 'programming', 'ai', 'machine_learning']",LockerDome,Internet
Data Scientist/Ml Ops,"['r', 'python', 'programming', 'c/c++', 'matlab', 'pytorch', 'tensorflow', 'machine_learning']",Motion Recruitment,Staffing & Recruiting
"Data Scientist, Pricing R&D","['r', 'python', 'programming', 'machine_learning']",Root Inc.,Insurance
"Data Analyst, Applied Ml","['r', 'python', 'programming', 'ml', 'ai', 'machine_learning']",LockerDome,Internet
Data Scientist-Remote,"['r', 'python', 'programming', 'sql', 'ai', 'machine_learning']",Jobot,Staffing & Recruiting
"Data Analyst, Federal Health","['r', 'python', 'programming', 'sql']",Ad Hoc LLC,Computer Software
R Shiny Developer - 100% Remote,"['r', 'python', 'programming']",Pronix Inc,Information Technology & Services
"Business Analyst, Business Integration","['r', 'python', 'redshift', 'sql', 'machine_learning', 'spark']",Spark Foundry,Marketing & Advertising
"Data Scientist, Business Integration","['r', 'python', 'redshift', 'sql', 'machine_learning', 'spark']",Spark Foundry,Marketing & Advertising
Domo Business Intelligence Analyst,"['r', 'python', 'sql', 'bi', 'go']",Avid,Computer Software
"Data Scientist, Supply","['r', 'python', 'sql', 'machine_learning']",Wish,Computer Software
Data Governance/Data Scientist,"['r', 'python', 'sql']",Jobot,Staffing & Recruiting
Market Mix Modeling Data Scientist,"['r', 'python', 'sql']",Analytic Recruiting Inc.,Staffing & Recruiting
"Data Scientist, Latam","['r', 'python', 'sql']",Stripe,Internet
"Senior Product Analyst, State Management","['r', 'python', 'tableau', 'sql', 'c']",Root Inc.,Insurance
Marketing Data Scientist,"['r', 'python', 'tableau', 'sql']",Shipt,Internet
Business Analyst Manager,"['r', 'python', 'tableau']","Techaxis, Inc",Staffing & Recruiting
Data Analyst- Remote,"['r', 'sap', 'agile', 'python', 'programming', 'tableau', 'sql']",Dice,Internet
Clinical Data Analyst With R,"['r', 'sap', 'gcp', 'python', 'programming', 'machine_learning']",Clinovo,Pharmaceuticals
Solution Intelligence Specialist- Senior Analyst,"['r', 'sas', 'machine_learning']",Essex Lake Group,Financial Services
"Senior/Staff Data Scientist, Real-World Data/Evidence","['r', 'sas', 'python', 'programming', 'sql', 'machine_learning']",Roivant Sciences,Biotechnology
"Senior Data Analyst, Retail Analytics","['r', 'sas', 'python', 'programming', 'sql']",RITE AID,Retail
Exclusive Retained Search For Remote P&C Insurtech Actuary/Data Scientist Pr11825A,"['r', 'sas', 'python', 'tableau', 'sql', 'c']",Pryor Associates Executive Search,Insurance
Hl7 Business Analyst,"['r', 'sas', 'xml', 'sql']",Knowledge Services,Information Technology & Services
Data Analyst Co-Op,"['r', 'scala', 'airflow', 'aws', 'python', 'etl', 'sql', 'spark']",Cohere Health,Information Technology & Services
Data Analyst/ Data Analytics,"['r', 'scala', 'back-end', 'oracle', 'scrum', 'git', 'devops', 'java', 'data_lakes', 'aws', 'splunk', 'agile', 'python', 'programming', 'postgresql', 'jira', 'sql', 'server', 'kanban', 'sharepoint', 'machine_learning']",TISTA Science and Technology Corporation,Information Technology & Services
*Immediate Closer*//Direct Client//Python Developer//Data Engineer  With Aws//Location: Remote,"['r', 'scala', 'cloud', 'ibm', 'shell', 'aws', 'mysql', 'agile', 'python', 'programming', 'hadoop', 'sql', 'apache', 'server', 'spark']",Dice,Internet
"Senior Data Scientist, Cyber Security","['r', 'scala', 'cloud', 'python', 'matlab', 'hadoop', 'machine_learning', 'spark']",HuntSource,Information Technology & Services
Ai/Data Engineer,"['r', 'scala', 'database', 'cloud', 'agile', 'python', 'ai', 'devops']","York Solutions, LLC",Information Technology & Services
Data Engineer-21-01325,"['r', 'scala', 'database', 'scrum', 'cloud', 'pyspark', 'agile', 'python', 'coding', 'programming', 'etl', 'sql', 'azure', 'spark']",DataSoft Technologies,Computer Software
Senior Data Analyst Remote,"['r', 'scala', 'json', 'aws', 'pyspark', 'python', 'etl', 'xml', 'snowflake', 'sql', 'ai', 'azure']",TalentFish,Staffing & Recruiting
Jr. Data Scientist,"['r', 'scala', 'numpy', 'pandas', 'scikit-learn', 'cloud', 'python', 'programming', 'hadoop', 'apache', 'machine_learning', 'spark']",Fidelis Cybersecurity,Computer & Network Security
Jr. Business Intelligence Analyst,"['r', 'scala', 'powershell', 'c++', 'java', 'python', 'tableau', 'sql', 'powerbi', 'c']",OnDemand Agility Solutions,Information Technology & Services
Senior Data Scientist Remote,"['r', 'scala', 'pyspark', 'python', 'ml', 'machine_learning', 'spark']",,Staffing & Recruiting
Seniorscala Data Engineer,"['r', 'scala', 'redis', 'cloud', 'aws', 'agile', 'programming', 'postgresql', 'sql', 'docker', 'apache', 'go', 'spark']",Revolution Technologies,Staffing & Recruiting
Principal Ai Data Scientist,"['r', 'scikit-learn', 'cloud', 'aws', 'nlp', 'python', 'programming', 'ai', 'machine_learning']",Discount Tire,Automotive
Life Science Business Analyst Enabling It Solutions,"['r', 'scrum', 'agile', 'jira']",Rancho BioSciences,Pharmaceuticals
Software/Data Engineer  Jobid-2013,"['r', 'scrum', 'aws', 'agile', 'python', 'programming', 'nosql', 'azure']",DSM-H Consulting,Information Technology & Services
Thingworx Developer,"['r', 'scrum', 'ci/cd', 'agile', 'jira', 'kanban']",Capgemini Engineering,Information Technology & Services
Consumer Research Scientist,"['r', 'sharepoint']","VIVOS Professional Services, LLC",Staffing & Recruiting
"Data Scientist, Clinical Analytics","['r', 'spss', 'python', 'sql']",Brightline,Mental Health Care
Staff Research Scientist,"['r', 'sql', 'python', 'machine_learning']",C2R Ventures,Staffing & Recruiting
"Staff, Ux Researcher","['r', 'twilio', 'go']",Twilio,Internet
Technical Product Manager  Fulltime,"['r', 'warehousing', 'microstrategy', 'power_bi', 'python', 'sql', 'bi', 'machine_learning']",Dice,Internet
Planisware Business Systems Analyst,['r'],Eliassen Group,Information Technology & Services
Hardware System Engineer,['r'],Ford Motor Company,Automotive
People Data Scientist,['r'],Paradigm Strategy Inc.,Human Resources
Research Scientist Immunoassay,['r'],Cypress HCM,Staffing & Recruiting
Senior Software Engineer/ Remote/ 200K,"['redis', 'cloud', 'saas', 'aws', 'programming', 'postgres']",Motion Recruitment,Staffing & Recruiting
Lead-Architecture And Coding /Principle Software Engineer,"['redis', 'codebase', 'saas', 'agile', 'python', 'redshift', 'coding', 'programming', 'aurora', 'mongodb', 'postgres']",Avesta Computer Services,Information Technology & Services
Senior Software Engineer (Go,"['redis', 'ruby', 'mysql', 'python', 'rust', 'go']",EasyPost,Computer Software
Principal Software Engineer- 100,"['redis', 'saas', 'agile', 'python', 'redshift', 'coding', 'programming', 'aurora', 'mongodb', 'postgres']",Avesta Computer Services,Information Technology & Services
Full-Stack Staff Software Engineer,"['ruby', 'agile', 'docker', 'server', 'back-end', 'saas', 'redis', 'ember.js', 'postgres']",Copper,Computer Software
"Senior Backend Software Engineer, Content","['ruby', 'agile', 'mongodb', 'backend', 'aws', 'postgresql', 'apache']",Highspot,Computer Software
Software Engineer Iii Devops,"['ruby', 'agile', 'python', 'docker', 'scrum', 'programming', 'devops', 'ci/cd', 'java', 'go']",Ad Hoc LLC,Computer Software
Python Data Engineer,"['ruby', 'agile', 'python', 'hadoop', 'programming', 'c/c++', 'mongodb', 'spark', 'oracle', 'java', 'etl', 'postgresql', 'sql', 'machine_learning', 'coding']",Apex Systems,Information Technology & Services
Entry Level Mobile Software Engineer-Remote,"['ruby', 'agile', 'python', 'json', 'programming', 'java', 'aws', 'html', 'go', 'kotlin', 'coding']",John Deere,Machinery
Staff Software Engineer Architecture,"['ruby', 'agile', 'python', 'node.js', 'scrum', 'slack', 'programming', 'java', 'go']",Ad Hoc LLC,Computer Software
"Mts 1, Software Engineer","['ruby', 'agile', 'python', 'programming', 'java']",Braintree,Financial Services
System Software Engineer,"['ruby', 'aws', 'python', 'programming', 'cloud', 'gcp', 'go', 'azure', 'java', 'linux']",Flexton Inc.,Information Technology & Services
"Product Manager, Integrations","['ruby', 'bi', 'sql']",TapResearch,Research
Lead Ruby Software Engineer,"['ruby', 'docker', 'git', 'gdpr', 'c', 'go']",Contrast Security,Internet
"Staff Software Engineer, Appinfra","['ruby', 'docker', 'saas', 'programming', 'devops', 'backend', 'golang', 'java', 'aws', 'coding']",Procore Technologies,Computer Software
"Software Engineer, Appinfra","['ruby', 'docker', 'saas', 'programming', 'devops', 'backend', 'golang', 'java', 'aws', 'coding']",Procore Technologies,Computer Software
"Senior Software Engineer, Student Team","['ruby', 'gcp', 'backend', 'redis', 'postgresql', 'go']",Handshake,Internet
"Software Engineer, Integration Engineering","['ruby', 'jira', 'server', 'slack', 'aws', 'mysql']",One Medical,Hospital & Health Care
